Run=1 T=0.100K BTarget=18.00T Rate=0.15T/min Mangle=26.43 deg
Field(T)	Vx1	Vy1	Vx2	Vy2	Tcx	TRox	Time(mins)	MField(T)
 5.28460000000000E+0000	 4.93625000000000E-0003	-1.07671000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.12600000000000E-0001	 3.20500000000000E-0001	 3.58900728351415E+0001	 5.30710000000000E+0000
 5.28820000000000E+0000	 4.93720000000000E-0003	-1.07861000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.12600000000000E-0001	 3.21000000000000E-0001	 3.59141412386211E+0001	 5.31070000000000E+0000
 5.29190000000000E+0000	 4.93625000000000E-0003	-1.07575000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.12600000000000E-0001	 3.20700000000000E-0001	 3.59383760226509E+0001	 5.31440000000000E+0000
 5.29550000000000E+0000	 4.93816000000000E-0003	-1.07575000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.12600000000000E-0001	 3.20800000000000E-0001	 3.59625942589538E+0001	 5.31800000000000E+0000
 5.29910000000000E+0000	 4.94197000000000E-0003	-1.07384000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.12600000000000E-0001	 3.20600000000000E-0001	 3.59866622480418E+0001	 5.32160000000000E+0000
 5.30270000000000E+0000	 4.94578000000000E-0003	-1.07861000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.12700000000000E-0001	 3.20600000000000E-0001	 3.60108984475215E+0001	 5.32520000000000E+0000
 5.30630000000000E+0000	 4.94960000000000E-0003	-1.07861000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.12700000000000E-0001	 3.20200000000000E-0001	 3.60349318651765E+0001	 5.32880000000000E+0000
 5.30990000000000E+0000	 4.94578000000000E-0003	-1.07766000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.12700000000000E-0001	 3.20800000000000E-0001	 3.60590000172275E+0001	 5.33240000000000E+0000
 5.31350000000000E+0000	 4.94388000000000E-0003	-1.07671000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.12700000000000E-0001	 3.20600000000000E-0001	 3.60830683462097E+0001	 5.33600000000000E+0000
 5.31720000000000E+0000	 4.94865000000000E-0003	-1.07671000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.12800000000000E-0001	 3.21000000000000E-0001	 3.61071531297972E+0001	 5.33970000000000E+0000
 5.32080000000000E+0000	 4.95055000000000E-0003	-1.07766000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.12800000000000E-0001	 3.20700000000000E-0001	 3.61313547625001E+0001	 5.34330000000000E+0000
 5.32440000000000E+0000	 4.95055000000000E-0003	-1.07957000000000E-0003	 1.98199000000000E-0003	-9.25069000000000E-0005	 4.12800000000000E-0001	 3.20800000000000E-0001	 3.61554226817468E+0001	 5.34690000000000E+0000
 5.32810000000000E+0000	 4.94769000000000E-0003	-1.07671000000000E-0003	 1.98199000000000E-0003	-9.25069000000000E-0005	 4.12800000000000E-0001	 3.21000000000000E-0001	 3.61796420261979E+0001	 5.35060000000000E+0000
 5.33170000000000E+0000	 4.95151000000000E-0003	-1.07957000000000E-0003	 1.98199000000000E-0003	-9.25069000000000E-0005	 4.12900000000000E-0001	 3.20700000000000E-0001	 3.62037104063971E+0001	 5.35420000000000E+0000
 5.33530000000000E+0000	 4.95628000000000E-0003	-1.07861000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.12900000000000E-0001	 3.20200000000000E-0001	 3.62277272157960E+0001	 5.35780000000000E+0000
 5.33890000000000E+0000	 4.95628000000000E-0003	-1.07671000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.12900000000000E-0001	 3.20800000000000E-0001	 3.62519623443762E+0001	 5.36140000000000E+0000
 5.34250000000000E+0000	 4.96295000000000E-0003	-1.08338000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.12900000000000E-0001	 3.20300000000000E-0001	 3.62761817959173E+0001	 5.36500000000000E+0000
 5.34610000000000E+0000	 4.95818000000000E-0003	-1.08147000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.12900000000000E-0001	 3.20900000000000E-0001	 3.63002317240506E+0001	 5.36860000000000E+0000
 5.34970000000000E+0000	 4.95628000000000E-0003	-1.07861000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.12900000000000E-0001	 3.20900000000000E-0001	 3.63244165063809E+0001	 5.37220000000000E+0000
 5.35340000000000E+0000	 4.95914000000000E-0003	-1.08147000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13000000000000E-0001	 3.20500000000000E-0001	 3.63484527176871E+0001	 5.37590000000000E+0000
 5.35700000000000E+0000	 4.96295000000000E-0003	-1.08147000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13000000000000E-0001	 3.20300000000000E-0001	 3.63725209628598E+0001	 5.37950000000000E+0000
 5.36060000000000E+0000	 4.96009000000000E-0003	-1.08147000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13000000000000E-0001	 3.20700000000000E-0001	 3.63965889426356E+0001	 5.38310000000000E+0000
 5.36420000000000E+0000	 4.96390000000000E-0003	-1.08052000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13000000000000E-0001	 3.20600000000000E-0001	 3.64206725715140E+0001	 5.38670000000000E+0000
 5.36780000000000E+0000	 4.95723000000000E-0003	-1.07957000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13100000000000E-0001	 3.20700000000000E-0001	 3.64448907752242E+0001	 5.39030000000000E+0000
 5.37140000000000E+0000	 4.95914000000000E-0003	-1.08147000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13000000000000E-0001	 3.20800000000000E-0001	 3.64689589878043E+0001	 5.39390000000000E+0000
 5.37510000000000E+0000	 4.96486000000000E-0003	-1.08147000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13100000000000E-0001	 3.20900000000000E-0001	 3.64931285587042E+0001	 5.39760000000000E+0000
 5.37870000000000E+0000	 4.96963000000000E-0003	-1.08434000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13100000000000E-0001	 3.20900000000000E-0001	 3.65171968550938E+0001	 5.40120000000000E+0000
 5.38230000000000E+0000	 4.96963000000000E-0003	-1.08338000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.13200000000000E-0001	 3.20500000000000E-0001	 3.65413132488440E+0001	 5.40480000000000E+0000
 5.38590000000000E+0000	 4.96486000000000E-0003	-1.08338000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.13200000000000E-0001	 3.20600000000000E-0001	 3.65655149793247E+0001	 5.40840000000000E+0000
 5.38950000000000E+0000	 4.96772000000000E-0003	-1.08338000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.13200000000000E-0001	 3.20100000000000E-0001	 3.65896997802793E+0001	 5.41200000000000E+0000
 5.39310000000000E+0000	 4.96390000000000E-0003	-1.08147000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13200000000000E-0001	 3.20700000000000E-0001	 3.66137680673568E+0001	 5.41560000000000E+0000
 5.39680000000000E+0000	 4.97153000000000E-0003	-1.08338000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.13100000000000E-0001	 3.20500000000000E-0001	 3.66380528391178E+0001	 5.41930000000000E+0000
 5.40040000000000E+0000	 4.96772000000000E-0003	-1.08243000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.13200000000000E-0001	 3.20500000000000E-0001	 3.66621043363519E+0001	 5.42290000000000E+0000
 5.40400000000000E+0000	 4.97153000000000E-0003	-1.08529000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13300000000000E-0001	 3.20800000000000E-0001	 3.66861403846951E+0001	 5.42650000000000E+0000
 5.40760000000000E+0000	 4.96963000000000E-0003	-1.08434000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.13300000000000E-0001	 3.20500000000000E-0001	 3.67102083458466E+0001	 5.43010000000000E+0000
 5.41130000000000E+0000	 4.96677000000000E-0003	-1.08529000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13400000000000E-0001	 3.20700000000000E-0001	 3.67344420962255E+0001	 5.43380000000000E+0000
 5.41490000000000E+0000	 4.97344000000000E-0003	-1.08434000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.13400000000000E-0001	 3.20900000000000E-0001	 3.67587602847103E+0001	 5.43740000000000E+0000
 5.41860000000000E+0000	 4.97344000000000E-0003	-1.08624000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.13300000000000E-0001	 3.20500000000000E-0001	 3.67831285726724E+0001	 5.44110000000000E+0000
 5.42220000000000E+0000	 4.97344000000000E-0003	-1.08529000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.13400000000000E-0001	 3.20400000000000E-0001	 3.68071965571043E+0001	 5.44470000000000E+0000
 5.42580000000000E+0000	 4.97344000000000E-0003	-1.08434000000000E-0003	 1.98247000000000E-0003	-9.20300000000000E-0005	 4.13400000000000E-0001	 3.20300000000000E-0001	 3.68313816001754E+0001	 5.44830000000000E+0000
 5.42950000000000E+0000	 4.97058000000000E-0003	-1.08529000000000E-0003	 1.98247000000000E-0003	-9.20300000000000E-0005	 4.13400000000000E-0001	 3.20600000000000E-0001	 3.68557511359684E+0001	 5.45200000000000E+0000
 5.43310000000000E+0000	 4.97344000000000E-0003	-1.08529000000000E-0003	 1.98247000000000E-0003	-9.20300000000000E-0005	 4.13400000000000E-0001	 3.20100000000000E-0001	 3.68798012084404E+0001	 5.45560000000000E+0000
 5.43670000000000E+0000	 4.97344000000000E-0003	-1.08243000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13400000000000E-0001	 3.20500000000000E-0001	 3.69038533994311E+0001	 5.45920000000000E+0000
 5.44030000000000E+0000	 4.98202000000000E-0003	-1.08815000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13500000000000E-0001	 3.20400000000000E-0001	 3.69280709606016E+0001	 5.46280000000000E+0000
 5.44400000000000E+0000	 4.97726000000000E-0003	-1.08529000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.13500000000000E-0001	 3.20500000000000E-0001	 3.69522238114993E+0001	 5.46650000000000E+0000
 5.44760000000000E+0000	 4.97535000000000E-0003	-1.08434000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.13500000000000E-0001	 3.20400000000000E-0001	 3.69762915538148E+0001	 5.47010000000000E+0000
 5.45120000000000E+0000	 4.97440000000000E-0003	-1.08529000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.13600000000000E-0001	 3.20500000000000E-0001	 3.70004588292646E+0001	 5.47370000000000E+0000
 5.45480000000000E+0000	 4.97821000000000E-0003	-1.08529000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.13600000000000E-0001	 3.20200000000000E-0001	 3.70244947472374E+0001	 5.47730000000000E+0000
 5.45840000000000E+0000	 4.97916000000000E-0003	-1.08338000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13600000000000E-0001	 3.20700000000000E-0001	 3.70485452201327E+0001	 5.48090000000000E+0000
 5.46200000000000E+0000	 4.98393000000000E-0003	-1.08529000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13600000000000E-0001	 3.20600000000000E-0001	 3.70725964659382E+0001	 5.48450000000000E+0000
 5.46560000000000E+0000	 4.98107000000000E-0003	-1.08624000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13700000000000E-0001	 3.20200000000000E-0001	 3.70966479585161E+0001	 5.48810000000000E+0000
 5.46920000000000E+0000	 4.97630000000000E-0003	-1.08529000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.13700000000000E-0001	 3.20900000000000E-0001	 3.71207335382942E+0001	 5.49170000000000E+0000
 5.47280000000000E+0000	 4.98012000000000E-0003	-1.08529000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.13700000000000E-0001	 3.20500000000000E-0001	 3.71449186093018E+0001	 5.49530000000000E+0000
 5.47640000000000E+0000	 4.98489000000000E-0003	-1.08720000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.13800000000000E-0001	 3.20300000000000E-0001	 3.71689866775433E+0001	 5.49890000000000E+0000
 5.48010000000000E+0000	 4.98679000000000E-0003	-1.08815000000000E-0003	 1.98199000000000E-0003	-9.20300000000000E-0005	 4.13800000000000E-0001	 3.20400000000000E-0001	 3.71931548516175E+0001	 5.50260000000000E+0000
 5.48370000000000E+0000	 4.98489000000000E-0003	-1.08910000000000E-0003	 1.98199000000000E-0003	-9.20300000000000E-0005	 4.13800000000000E-0001	 3.20400000000000E-0001	 3.72172557173235E+0001	 5.50620000000000E+0000
 5.48730000000000E+0000	 4.98202000000000E-0003	-1.08720000000000E-0003	 1.98199000000000E-0003	-9.20300000000000E-0005	 4.13800000000000E-0001	 3.20400000000000E-0001	 3.72414236725617E+0001	 5.50980000000000E+0000
 5.49100000000000E+0000	 4.98012000000000E-0003	-1.08720000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.13800000000000E-0001	 3.20600000000000E-0001	 3.72658077399967E+0001	 5.51350000000000E+0000
 5.49460000000000E+0000	 4.97535000000000E-0003	-1.08624000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.13800000000000E-0001	 3.20600000000000E-0001	 3.72900600681558E+0001	 5.51710000000000E+0000
 5.49820000000000E+0000	 4.97726000000000E-0003	-1.08529000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.13900000000000E-0001	 3.20500000000000E-0001	 3.73141616648671E+0001	 5.52070000000000E+0000
 5.50180000000000E+0000	 4.98870000000000E-0003	-1.08815000000000E-0003	 1.98199000000000E-0003	-9.20300000000000E-0005	 4.13900000000000E-0001	 3.20300000000000E-0001	 3.73381979273902E+0001	 5.52430000000000E+0000
 5.50540000000000E+0000	 4.99251000000000E-0003	-1.08624000000000E-0003	 1.98199000000000E-0003	-9.20300000000000E-0005	 4.13900000000000E-0001	 3.20100000000000E-0001	 3.73622646081183E+0001	 5.52790000000000E+0000
 5.50900000000000E+0000	 4.98298000000000E-0003	-1.08815000000000E-0003	 1.98199000000000E-0003	-9.20300000000000E-0005	 4.13900000000000E-0001	 3.20300000000000E-0001	 3.73863172274689E+0001	 5.53150000000000E+0000
 5.51270000000000E+0000	 4.98298000000000E-0003	-1.08529000000000E-0003	 1.98199000000000E-0003	-9.20300000000000E-0005	 4.13900000000000E-0001	 3.20100000000000E-0001	 3.74105509359430E+0001	 5.53520000000000E+0000
 5.51630000000000E+0000	 4.98489000000000E-0003	-1.08720000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.13900000000000E-0001	 3.20400000000000E-0001	 3.74346357428109E+0001	 5.53880000000000E+0000
 5.51990000000000E+0000	 4.98965000000000E-0003	-1.08815000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.14000000000000E-0001	 3.20400000000000E-0001	 3.74588887507584E+0001	 5.54240000000000E+0000
 5.52360000000000E+0000	 4.98965000000000E-0003	-1.08720000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.14000000000000E-0001	 3.20200000000000E-0001	 3.74829233696834E+0001	 5.54610000000000E+0000
 5.52720000000000E+0000	 4.99251000000000E-0003	-1.08910000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.14000000000000E-0001	 3.20000000000000E-0001	 3.75069736377109E+0001	 5.54970000000000E+0000
 5.53080000000000E+0000	 4.98679000000000E-0003	-1.08529000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14100000000000E-0001	 3.20300000000000E-0001	 3.75310077537788E+0001	 5.55330000000000E+0000
 5.53440000000000E+0000	 4.98679000000000E-0003	-1.08720000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14000000000000E-0001	 3.20500000000000E-0001	 3.75550766554595E+0001	 5.55690000000000E+0000
 5.53800000000000E+0000	 4.99347000000000E-0003	-1.09006000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14100000000000E-0001	 3.20100000000000E-0001	 3.75792948777941E+0001	 5.56050000000000E+0000
 5.54160000000000E+0000	 4.99347000000000E-0003	-1.09006000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14000000000000E-0001	 3.20400000000000E-0001	 3.76033977269923E+0001	 5.56410000000000E+0000
 5.54520000000000E+0000	 4.99251000000000E-0003	-1.09006000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14100000000000E-0001	 3.20500000000000E-0001	 3.76275638477330E+0001	 5.56770000000000E+0000
 5.54880000000000E+0000	 4.99728000000000E-0003	-1.09006000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14100000000000E-0001	 3.20400000000000E-0001	 3.76516319345988E+0001	 5.57130000000000E+0000
 5.55240000000000E+0000	 4.99347000000000E-0003	-1.09101000000000E-0003	 1.98247000000000E-0003	-9.20300000000000E-0005	 4.14100000000000E-0001	 3.19800000000000E-0001	 3.76757001099302E+0001	 5.57490000000000E+0000
 5.55610000000000E+0000	 4.99156000000000E-0003	-1.09006000000000E-0003	 1.98247000000000E-0003	-9.20300000000000E-0005	 4.14200000000000E-0001	 3.20000000000000E-0001	 3.76997856710839E+0001	 5.57860000000000E+0000
 5.55970000000000E+0000	 4.99919000000000E-0003	-1.08815000000000E-0003	 1.98247000000000E-0003	-9.20300000000000E-0005	 4.14200000000000E-0001	 3.20600000000000E-0001	 3.77238372940323E+0001	 5.58220000000000E+0000
 5.56330000000000E+0000	 5.00491000000000E-0003	-1.09196000000000E-0003	 1.98270000000000E-0003	-9.20300000000000E-0005	 4.14200000000000E-0001	 3.20400000000000E-0001	 3.77480221042991E+0001	 5.58580000000000E+0000
 5.56700000000000E+0000	 5.00491000000000E-0003	-1.09387000000000E-0003	 1.98270000000000E-0003	-9.22685000000000E-0005	 4.14200000000000E-0001	 3.20700000000000E-0001	 3.77723238568030E+0001	 5.58950000000000E+0000
 5.57060000000000E+0000	 5.00110000000000E-0003	-1.09196000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14300000000000E-0001	 3.20400000000000E-0001	 3.77963915851503E+0001	 5.59310000000000E+0000
 5.57420000000000E+0000	 5.00205000000000E-0003	-1.09196000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.14300000000000E-0001	 3.20200000000000E-0001	 3.78204598536034E+0001	 5.59670000000000E+0000
 5.57780000000000E+0000	 4.99347000000000E-0003	-1.09006000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.14300000000000E-0001	 3.19900000000000E-0001	 3.78445278333792E+0001	 5.60030000000000E+0000
 5.58140000000000E+0000	 4.99824000000000E-0003	-1.08910000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.14300000000000E-0001	 3.20200000000000E-0001	 3.78686142978135E+0001	 5.60390000000000E+0000
 5.58500000000000E+0000	 4.99633000000000E-0003	-1.09196000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14300000000000E-0001	 3.20300000000000E-0001	 3.78928478153881E+0001	 5.60750000000000E+0000
 5.58860000000000E+0000	 5.00491000000000E-0003	-1.09387000000000E-0003	 1.98223000000000E-0003	-9.25069000000000E-0005	 4.14300000000000E-0001	 3.20200000000000E-0001	 3.79168990891300E+0001	 5.61110000000000E+0000
 5.59230000000000E+0000	 5.00301000000000E-0003	-1.09483000000000E-0003	 1.98223000000000E-0003	-9.25069000000000E-0005	 4.14400000000000E-0001	 3.20100000000000E-0001	 3.79411172695599E+0001	 5.61480000000000E+0000
 5.59590000000000E+0000	 4.99633000000000E-0003	-1.09387000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14400000000000E-0001	 3.20300000000000E-0001	 3.79652354279664E+0001	 5.61840000000000E+0000
 5.59950000000000E+0000	 4.99824000000000E-0003	-1.09196000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14400000000000E-0001	 3.20100000000000E-0001	 3.79893036964195E+0001	 5.62200000000000E+0000
 5.60310000000000E+0000	 5.00301000000000E-0003	-1.09387000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14400000000000E-0001	 3.20300000000000E-0001	 3.80133565625426E+0001	 5.62560000000000E+0000
 5.60670000000000E+0000	 5.00491000000000E-0003	-1.09292000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14400000000000E-0001	 3.20300000000000E-0001	 3.80376068327120E+0001	 5.62920000000000E+0000
 5.61040000000000E+0000	 5.00205000000000E-0003	-1.09006000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14400000000000E-0001	 3.20000000000000E-0001	 3.80616581297344E+0001	 5.63290000000000E+0000
 5.61400000000000E+0000	 4.99824000000000E-0003	-1.08815000000000E-0003	 1.98247000000000E-0003	-9.20300000000000E-0005	 4.14500000000000E-0001	 3.20400000000000E-0001	 3.80861099525219E+0001	 5.63650000000000E+0000
 5.61760000000000E+0000	 5.00014000000000E-0003	-1.09292000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.14500000000000E-0001	 3.20300000000000E-0001	 3.81101444829813E+0001	 5.64010000000000E+0000
 5.62130000000000E+0000	 5.00682000000000E-0003	-1.09196000000000E-0003	 1.98223000000000E-0003	-9.20300000000000E-0005	 4.14600000000000E-0001	 3.20400000000000E-0001	 3.81341958777815E+0001	 5.64380000000000E+0000
 5.62490000000000E+0000	 5.00873000000000E-0003	-1.09196000000000E-0003	 1.98247000000000E-0003	-9.20300000000000E-0005	 4.14500000000000E-0001	 3.20300000000000E-0001	 3.81582147125775E+0001	 5.64740000000000E+0000
 5.62850000000000E+0000	 5.00968000000000E-0003	-1.09387000000000E-0003	 1.98247000000000E-0003	-9.20300000000000E-0005	 4.14600000000000E-0001	 3.20200000000000E-0001	 3.81825158039173E+0001	 5.65100000000000E+0000
 5.63210000000000E+0000	 5.01159000000000E-0003	-1.09196000000000E-0003	 1.98247000000000E-0003	-9.20300000000000E-0005	 4.14600000000000E-0001	 3.20300000000000E-0001	 3.82067506717567E+0001	 5.65460000000000E+0000
 5.63570000000000E+0000	 5.01063000000000E-0003	-1.09196000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14600000000000E-0001	 3.20000000000000E-0001	 3.82308368521698E+0001	 5.65820000000000E+0000
 5.63930000000000E+0000	 5.00968000000000E-0003	-1.09387000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14600000000000E-0001	 3.20300000000000E-0001	 3.82549370846481E+0001	 5.66180000000000E+0000
 5.64300000000000E+0000	 5.01159000000000E-0003	-1.09387000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14600000000000E-0001	 3.20000000000000E-0001	 3.82790216587117E+0001	 5.66550000000000E+0000
 5.64660000000000E+0000	 5.01063000000000E-0003	-1.09387000000000E-0003	 1.98223000000000E-0003	-9.25069000000000E-0005	 4.14600000000000E-0001	 3.19700000000000E-0001	 3.83032402861257E+0001	 5.66910000000000E+0000
 5.65030000000000E+0000	 5.01731000000000E-0003	-1.09483000000000E-0003	 1.98223000000000E-0003	-9.25069000000000E-0005	 4.14700000000000E-0001	 3.19800000000000E-0001	 3.83276582731418E+0001	 5.67280000000000E+0000
 5.65390000000000E+0000	 5.01731000000000E-0003	-1.09196000000000E-0003	 1.98223000000000E-0003	-9.25069000000000E-0005	 4.14700000000000E-0001	 3.20200000000000E-0001	 3.83517429170467E+0001	 5.67640000000000E+0000
 5.65750000000000E+0000	 5.01254000000000E-0003	-1.09196000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14700000000000E-0001	 3.20000000000000E-0001	 3.83758110644416E+0001	 5.68000000000000E+0000
 5.66110000000000E+0000	 5.01159000000000E-0003	-1.09196000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14800000000000E-0001	 3.20300000000000E-0001	 3.84002961363339E+0001	 5.68360000000000E+0000
 5.66480000000000E+0000	 5.01540000000000E-0003	-1.09483000000000E-0003	 1.98223000000000E-0003	-9.25069000000000E-0005	 4.14700000000000E-0001	 3.20500000000000E-0001	 3.84244483912527E+0001	 5.68730000000000E+0000
 5.66840000000000E+0000	 5.01826000000000E-0003	-1.09483000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14800000000000E-0001	 3.20300000000000E-0001	 3.84484822046750E+0001	 5.69090000000000E+0000
 5.67200000000000E+0000	 5.02303000000000E-0003	-1.09769000000000E-0003	 1.98199000000000E-0003	-9.22685000000000E-0005	 4.14800000000000E-0001	 3.20100000000000E-0001	 3.84725341442371E+0001	 5.69450000000000E+0000
 5.67560000000000E+0000	 5.02303000000000E-0003	-1.09578000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14800000000000E-0001	 3.20100000000000E-0001	 3.84965867030586E+0001	 5.69810000000000E+0000
 5.67920000000000E+0000	 5.01922000000000E-0003	-1.09292000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.14800000000000E-0001	 3.19900000000000E-0001	 3.85206702248470E+0001	 5.70170000000000E+0000
 5.68290000000000E+0000	 5.01636000000000E-0003	-1.09483000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14900000000000E-0001	 3.20100000000000E-0001	 3.85448882981869E+0001	 5.70540000000000E+0000
 5.68650000000000E+0000	 5.01826000000000E-0003	-1.09196000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14900000000000E-0001	 3.20400000000000E-0001	 3.85689563664283E+0001	 5.70900000000000E+0000
 5.69010000000000E+0000	 5.02113000000000E-0003	-1.09196000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14900000000000E-0001	 3.19900000000000E-0001	 3.85931578454804E+0001	 5.71260000000000E+0000
 5.69370000000000E+0000	 5.02017000000000E-0003	-1.09578000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14900000000000E-0001	 3.20100000000000E-0001	 3.86172264305473E+0001	 5.71620000000000E+0000
 5.69730000000000E+0000	 5.02303000000000E-0003	-1.09769000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14900000000000E-0001	 3.19900000000000E-0001	 3.86412943218575E+0001	 5.71980000000000E+0000
 5.70090000000000E+0000	 5.02017000000000E-0003	-1.09483000000000E-0003	 1.98247000000000E-0003	-9.22685000000000E-0005	 4.14900000000000E-0001	 3.19700000000000E-0001	 3.86653302957033E+0001	 5.72340000000000E+0000
 5.70450000000000E+0000	 5.01826000000000E-0003	-1.09578000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.15000000000000E-0001	 3.20200000000000E-0001	 3.86893806661647E+0001	 5.72700000000000E+0000
 5.70810000000000E+0000	 5.01731000000000E-0003	-1.09673000000000E-0003	 1.98223000000000E-0003	-9.22685000000000E-0005	 4.15000000000000E-0001	 3.20000000000000E-0001	 3.87136487272358E+0001	 5.73060000000000E+0000
